OverallQual,YearBuilt,YearRemodAdd,GarageArea,1stFlrSF,TotalBsmtSF,GrLivArea,GarageCars,Fireplaces,TotRmsAbvGrd,FullBath,MSZoning,GarageType,Neighborhood,Condition1,Condition2,ExterQual,BsmtQual,KitchenQual,GarageQual,GarageFinish,SaleType,SaleCondition,FireplaceQu,RoofMatl,Exterior1st,Exterior2nd,Foundation,MiscFeature,PoolQC,Electrical,HeatingQC,Heating,BsmtExposure,BsmtCond,ExterCond,BsmtFinType1,BsmtFinType2,SalePrice
6,1997,1997,684,905,824,1786,2,0,7,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,GLQ,Unf,204750
6,1993,1993,420,680,680,1470,2,1,6,2,RL,BuiltIn,Gilbert,Norm,Norm,Ex,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Shed,Unknown,SBrkr,Gd,GasA,No,Gd,Gd,ALQ,Unf,185000
7,1999,1999,472,1588,1588,1588,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,ALQ,Unf,214000
4,1965,1965,432,960,960,960,1,0,6,1,RL,Attchd,Edwards,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,FuseF,TA,GasA,No,TA,TA,Rec,Unf,94750
5,1920,1950,366,835,458,835,1,0,5,1,RL,Basment,Edwards,Norm,Norm,TA,TA,TA,Fa,Unf,COD,Abnorml,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Shed,Unknown,SBrkr,Fa,GasA,No,TA,TA,ALQ,Unf,83000
4,1959,1959,0,1225,950,1225,0,0,6,1,RL,Unknown,NAmes,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,Plywood,Plywood,CBlock,Shed,Unknown,SBrkr,Fa,GasA,No,TA,TA,ALQ,Unf,128950
6,1977,2001,480,1610,1610,1610,2,2,6,2,RL,Attchd,NWAmes,Norm,Norm,TA,TA,Gd,TA,RFn,WD,Normal,TA,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Mn,TA,TA,ALQ,Unf,205000
6,1985,1985,476,977,741,1732,2,1,7,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,178000
5,1979,1979,410,1535,0,1535,2,0,8,2,RL,Attchd,SawyerW,Norm,Norm,TA,Unknown,TA,TA,Unf,WD,Alloca,Unknown,CompShg,HdBoard,HdBoard,Slab,Unknown,Unknown,SBrkr,TA,GasA,Unknown,Unknown,Fa,Unknown,Unknown,118964
7,2009,2009,740,1226,1226,1226,3,0,6,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,198900
7,1931,1950,240,1226,1040,1818,1,2,7,1,RM,Detchd,IDOTRR,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,TA,CompShg,Stucco,Stucco,PConc,Unknown,Unknown,FuseF,Ex,GasA,No,TA,Fa,LwQ,Unf,169500
8,2003,2004,648,1053,1053,1992,2,1,9,2,FV,Attchd,Somerst,Norm,Norm,Gd,Ex,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,250000
4,1885,1995,273,1047,641,1047,1,0,6,1,RM,Detchd,OldTown,Norm,Norm,TA,Fa,TA,Fa,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,BrkTil,Shed,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,100000
5,1948,1950,250,789,789,789,1,0,5,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,WD,Partial,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,BLQ,115000
5,1919,2005,0,997,793,1517,0,0,7,2,RM,Unknown,IDOTRR,Artery,Norm,TA,TA,Fa,Unknown,Unknown,WD,Normal,Unknown,CompShg,CemntBd,CmentBd,CBlock,Unknown,Unknown,FuseF,TA,GasW,No,TA,TA,Unf,Unf,115000
6,1977,1977,546,1844,1844,1844,2,1,7,2,RL,Attchd,NWAmes,Norm,Norm,TA,Gd,TA,TA,RFn,COD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Unf,190000
6,1954,1972,325,1216,994,1855,1,0,7,2,RL,Attchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,Fa,TA,Rec,Unf,136900
7,2000,2000,400,774,384,1430,2,1,7,2,RL,BuiltIn,Gilbert,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,180000
7,2007,2007,792,1282,1264,2696,3,1,10,2,RL,BuiltIn,CollgCr,Norm,Norm,Gd,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,383970
6,1953,1953,450,2259,1809,2259,2,2,7,2,RL,Basment,Crawfor,Norm,Norm,TA,Gd,Gd,TA,Unf,COD,Abnorml,Gd,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,Gd,ALQ,Rec,217000
6,1945,2002,180,1436,1028,2320,1,1,9,2,RL,Detchd,Crawfor,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,LwQ,259500
6,1999,1999,440,729,729,1458,2,1,5,2,FV,Detchd,Somerst,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Fa,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,GLQ,Unf,176000
5,1962,1962,288,1092,1092,1092,1,1,6,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Po,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,LwQ,BLQ,139000
5,2006,2007,430,1125,1125,1125,2,0,5,1,RL,Attchd,Edwards,Norm,Norm,TA,Gd,TA,TA,Unf,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,155000
7,1990,1990,594,1699,1673,3222,3,2,11,3,RL,Attchd,SawyerW,Norm,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Mn,TA,TA,GLQ,Unf,320000
6,2005,2006,390,728,728,1456,2,1,8,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,163990
6,1969,1969,540,988,938,988,2,2,4,1,RL,Attchd,ClearCr,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,TA,Metal,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,ALQ,Unf,180000
4,1939,1950,264,772,732,1123,1,0,4,1,RM,Detchd,IDOTRR,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,AsbShng,AsbShng,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,100000
6,1958,1958,288,1080,1080,1080,1,0,5,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,Gd,BLQ,Unf,136000
6,1993,1993,530,1199,1199,1199,2,0,5,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,153900
6,1979,1998,435,1586,1362,1586,2,1,7,2,RL,Attchd,NWAmes,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,Fa,Gd,Unf,Unf,181000
6,1935,1982,0,520,520,754,0,0,5,1,RM,Unknown,IDOTRR,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Av,TA,Fa,GLQ,Unf,84500
6,1976,1976,440,958,1078,958,2,1,5,2,RL,Attchd,NPkVill,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,128000
5,1930,1950,0,840,672,840,0,1,5,1,RM,Unknown,OldTown,Feedr,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,TA,CompShg,WdShing,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,LwQ,Unf,87000
6,1966,1966,453,660,660,1348,2,1,6,1,RL,Attchd,NAmes,PosN,Norm,TA,TA,TA,TA,RFn,WD,Normal,Fa,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,155000
5,1958,1991,750,1053,1008,1053,2,0,6,1,RL,2Types,NAmes,Norm,Norm,TA,TA,Ex,TA,RFn,WD,Abnorml,Unknown,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,Rec,BLQ,150000
7,1966,1966,487,1216,924,2157,2,2,8,2,RL,Attchd,NAmes,Norm,Norm,TA,TA,Gd,TA,Fin,WD,Normal,Gd,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Rec,Unf,226000
6,2000,2000,390,1022,992,2054,2,1,7,2,RL,BuiltIn,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,244000
5,1959,2002,624,1327,1063,1327,2,0,7,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Rec,Unf,150750
8,2001,2002,471,1296,1267,1296,2,0,6,2,RL,Attchd,Timber,Norm,Norm,Gd,Ex,Gd,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,220000
5,1968,1993,440,1721,1461,1721,2,1,7,2,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Rec,Unf,180000
7,1970,1970,530,1682,1304,1682,2,1,7,2,RL,Attchd,NWAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,174000
5,1967,1967,318,1214,1214,1214,1,1,5,2,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Fa,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,143000
7,1988,1989,766,1959,1907,1959,3,0,9,3,RL,2Types,Mitchel,Norm,Norm,TA,TA,TA,TA,Unf,WD,Family,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,171000
8,1999,2000,660,1004,1004,1852,3,2,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,GLQ,Unf,230000
6,1997,1997,470,928,928,1764,2,0,7,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,231500
4,1971,1971,0,864,864,864,0,1,5,1,RL,Unknown,NAmes,Norm,Norm,TA,TA,TA,Unknown,Unknown,ConLI,Normal,Po,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,115000
7,2005,2005,660,1734,1734,1734,2,0,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,260000
5,1952,1952,720,910,910,1385,2,0,6,2,RL,Detchd,NAmes,Artery,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,BrkFace,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Fa,GasA,No,TA,Fa,Rec,Unf,166000
7,1999,1999,577,1501,1490,1501,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,204000
5,1963,1963,504,1728,1728,1728,2,0,10,2,RM,Detchd,Sawyer,RRAe,Norm,TA,TA,TA,TA,Unf,ConLI,Abnorml,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,125000
6,2004,2006,380,970,970,1709,2,0,7,2,RM,Detchd,Edwards,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,130000
5,1931,1993,180,875,715,875,1,0,5,1,RM,Detchd,BrkSide,Norm,Norm,TA,TA,TA,Fa,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,BLQ,Unf,105000
7,2001,2001,434,884,884,2035,2,1,8,2,RL,BuiltIn,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,222500
7,2004,2005,0,1080,1080,1080,0,0,6,1,RL,Unknown,SawyerW,Norm,Norm,TA,Gd,Gd,Unknown,Unknown,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,141000
5,1936,1950,240,896,896,1344,1,0,7,1,RM,Detchd,BrkSide,Norm,Norm,TA,Gd,TA,Fa,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseA,Gd,GasA,No,TA,TA,Unf,Unf,115000
5,1975,1975,440,969,969,969,2,0,5,1,RL,Attchd,CollgCr,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,BLQ,Unf,122000
8,2007,2008,866,1710,1710,1710,3,1,6,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,372402
6,1971,1971,495,1097,825,1993,2,1,8,2,RL,Attchd,NWAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Gd,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Rec,Unf,190000
6,1960,1975,564,1252,1602,1252,2,1,4,1,RL,Attchd,ClearCr,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,Gd,CompShg,BrkFace,Plywood,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Gd,TA,TA,BLQ,ALQ,235000
6,1923,1950,312,1200,1200,1200,1,0,7,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,Fa,Unf,WD,Family,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,Unf,Unf,125000
6,1924,1950,0,572,572,1096,0,0,5,1,RL,Unknown,Edwards,Artery,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,FuseF,Fa,Grav,No,TA,TA,Unf,Unf,79000
5,1950,1950,625,1040,0,1040,2,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,Unknown,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseF,TA,GasA,Unknown,Unknown,TA,Unknown,Unknown,109500
8,2009,2010,680,774,774,1968,3,1,8,2,RL,BuiltIn,Timber,Norm,Norm,Gd,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,269500
7,2004,2005,678,991,991,1947,2,1,8,2,FV,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,254900
7,2005,2006,576,1392,1392,2462,2,1,9,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,GLQ,Unf,320000
6,1984,1984,516,1232,1232,1232,2,0,6,2,RL,Attchd,Veenker,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,162500
9,2003,2004,726,1572,1572,2668,3,2,10,2,RL,BuiltIn,NridgHt,Norm,Norm,Gd,Ex,Ex,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,412500
7,2005,2005,532,1541,1541,1541,2,1,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,BLQ,Unf,220000
4,1956,1956,0,882,882,882,0,0,4,1,RL,Unknown,OldTown,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,103200
6,1926,2004,216,1149,1149,1616,1,0,5,2,RM,Detchd,OldTown,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseA,Gd,GasA,Mn,TA,Gd,LwQ,Unf,152000
5,1940,1999,0,808,644,1355,0,0,6,2,RL,Unknown,Edwards,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,Gd,ALQ,Rec,127500
5,1955,1993,303,1867,1617,1867,1,3,7,1,RL,Attchd,ClearCr,Norm,Norm,Gd,TA,TA,TA,Fin,COD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,LwQ,BLQ,190000
8,2007,2007,789,1610,1582,2161,3,1,8,1,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,325624
7,2004,2004,440,840,840,1720,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,183500
8,1981,1981,511,1707,1686,1707,2,1,6,2,RL,Attchd,Timber,Norm,Norm,Gd,Gd,TA,TA,RFn,WD,Normal,TA,WdShake,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,228000
5,1941,1950,660,854,720,1382,2,0,7,1,RM,Detchd,OldTown,Feedr,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,128500
6,1960,1960,528,1656,1080,1656,2,2,7,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Gd,CompShg,BrkFace,Plywood,CBlock,Unknown,Unknown,SBrkr,Fa,GasA,Gd,Gd,TA,BLQ,Unf,215000
7,1987,1987,504,1064,1064,1767,2,1,5,2,RL,Attchd,StoneBr,Norm,Norm,Gd,Gd,Gd,Gd,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,Gd,Gd,GLQ,Rec,239000
6,1961,1961,504,1362,1362,1362,2,1,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,COD,Normal,TA,CompShg,WdShing,Wd Shng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Rec,163000
6,1986,1986,616,1651,1606,1651,2,1,7,2,RL,Attchd,Timber,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,VinylSd,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,Fa,TA,ALQ,LwQ,184000
6,1950,2001,576,2158,1202,2158,2,1,7,2,RL,Attchd,Edwards,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,WdShing,Wd Shng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,Gd,TA,ALQ,Unf,243000
6,1988,1989,521,1164,1151,2060,2,1,8,2,RL,Attchd,ClearCr,Norm,Norm,Gd,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,GLQ,Unf,211000
5,1958,1958,451,1252,1052,1920,2,1,8,2,RL,Attchd,Sawyer,Norm,Norm,Gd,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,ALQ,BLQ,172500
9,2008,2009,1166,2234,2216,2234,3,1,9,2,RL,Attchd,StoneBr,Norm,Norm,Ex,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,501837
5,1923,2006,480,968,968,968,2,0,5,1,RM,Detchd,OldTown,Norm,Norm,Gd,TA,TA,Fa,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,100000
6,2000,2000,440,769,756,1525,2,1,5,2,FV,Detchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,177000
7,1920,1950,216,901,793,1802,1,1,9,1,RL,Detchd,Crawfor,Norm,Norm,TA,Fa,TA,Fa,Unf,WD,Normal,Gd,CompShg,Stucco,Stucco,BrkTil,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,LwQ,Unf,200100
5,1957,2006,252,1340,0,1340,1,1,7,1,RL,Attchd,Edwards,Artery,Norm,TA,Unknown,TA,TA,RFn,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Unknown,Unknown,TA,Unknown,Unknown,120000
7,2003,2003,484,1362,1362,2082,2,0,6,2,RM,Detchd,OldTown,Norm,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,200000
5,1908,1991,576,936,504,1252,2,0,5,1,RL,Attchd,BrkSide,RRAn,Feedr,TA,Fa,TA,TA,Unf,WD,Normal,Unknown,CompShg,AsbShng,Plywood,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,127000
10,1892,1993,840,1518,1107,3608,3,2,12,2,RM,Detchd,OldTown,Artery,Norm,Gd,TA,Ex,Ex,Unf,WD,Normal,TA,WdShngl,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,Gd,Unf,Unf,475000
7,1990,1991,497,1217,1188,1217,2,0,6,2,RL,Attchd,Mitchel,Norm,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,173000
5,1916,1987,180,808,660,1656,1,0,8,2,RL,Detchd,OldTown,Norm,Norm,TA,Fa,TA,Fa,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,135000
5,1979,1979,528,1224,1086,1224,2,2,6,0,RL,Detchd,SawyerW,Feedr,Norm,TA,Gd,TA,TA,Unf,WD,Alloca,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,GLQ,Unf,153337
8,2001,2002,682,1593,1593,1593,2,1,5,1,RL,Attchd,StoneBr,Norm,Norm,Gd,Ex,Ex,TA,Fin,WD,Normal,Gd,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,286000
